ID,CAM17U_COD,CAM17U_DEN,CAM17U_NOME,DAB,IV,ST,TSO,TSOFM,ICMI,AAST,PDU,ADD,ADDSP,OAI,OSS,POP_NFR,EDI,IVMS
211,CU191_04,Sicilia 1 - 04,Gela,121.2937713306,122.7686703097,18.0546124246,42.1865712266,48.2052425619,34.474822793,8.8319567681,9.5258738588,227.2815194354,69.5351564911,12.1132814784,20.0084800281,2.7108357991,21.4850503407,107.3099989572
212,CU191_05,Sicilia 1 - 05,Bagheria,118.3492391533,128.453883932,11.4816114816,42.3508910135,47.8467324783,36.8478958467,9.3562411364,8.385471525,175.1023751024,50.8950508951,9.1918688379,22.4050072006,3.1112654163,20.1203264219,109.2792231418
213,CU191_06,Sicilia 1 - 06,Monreale,115.1295173246,110.9947228505,12.7224646733,40.5442898123,46.4198307187,38.9647495362,9.0916590392,6.7440311212,146.9589058875,46.0390337286,8.2539070502,21.6035473726,2.6778495698,15.0665796146,111.050312578
214,CU191_07,Sicilia 1 - 07,Agrigento,202.2852584299,120.1157742402,22.9550233345,40.9944872175,46.8642382107,31.2681848159,9.7176657719,9.5318199373,192.9774176453,64.9742721849,6.6945921541,20.2731513996,2.4253685643,16.7764267153,110.4588561086
215,CU191_08,Sicilia 1 - 08,Marsala,192.1590592567,146.4024390244,18.9980666256,45.5334455992,54.2083313293,32.4068791263,8.2558179677,9.5955259832,219.9850881638,64.953634518,8.4905660377,23.9590480274,3.4704788853,11.6405039901,105.3647098032
216,CU191_09,Sicilia 1 - 09,Mazara del Vallo,111.3833679839,144.7786363293,25.3855010785,42.7314540478,52.1615083025,31.8809491889,10.556557352,9.3108738589,187.4307701277,58.2806214656,7.0944542528,20.4966767058,3.1804128144,12.0617395795,108.4117075684
217,CU192_01,Sicilia 2 - 01,Messina,665.5573733362,150.4434997113,42.1074823,45.6919929588,64.864765393,29.4066582751,3.8725780523,15.9599614292,247.4903814058,96.4143286309,5.9948777226,26.7650325242,5.5201176725,29.6821271491,106.2975765916
218,CU192_02,Sicilia 2 - 02,Barcellona Pozzo di Gotto,164.1722140309,159.4802906849,35.3284699363,49.8746915207,66.8625527877,26.2131226826,6.5763314057,10.3384891108,225.4140030248,56.2891603015,9.102923546,23.4761594593,4.4069259221,27.7898244351,102.8417065671
219,CU192_03,Sicilia 2 - 03,Enna,64.0530986955,145.3109296482,15.7856192339,44.5467698912,53.2482999181,33.2705685444,9.6556755642,9.3613442607,194.3573667712,71.0911055739,7.999939337,17.8394855774,2.7794540002,30.9421398965,105.4875543027
220,CU192_04,Sicilia 2 - 04,Acireale,244.3926949821,110.2583763186,21.3960325379,45.6196704159,55.183636771,31.362498991,6.6484295065,10.5674825532,184.099616178,51.4626776641,7.940897598,24.1184305581,3.1224715636,21.147664844,106.6485786774
221,CU192_05,Sicilia 2 - 05,Catania,1606.9177588373,139.624154111,23.780035522,41.7604992849,61.1520926742,38.3916783357,6.120006838,13.9288306697,360.3037747276,114.9430762635,8.3720193491,30.0045082916,2.965358837,33.8898854698,115.9733245012
222,CU192_06,Sicilia 2 - 06,Misterbianco,774.5784050384,90.8197543244,12.9047626871,46.6305763692,56.6702905875,30.0595656864,4.1857247376,12.5436555648,200.0977509077,38.4514284776,9.8001663181,29.271980445,3.6857040618,8.425616135,105.7888132186
223,CU192_07,Sicilia 2 - 07,Paternò,142.3761915715,104.1311816762,18.8202501025,39.9255619755,41.4710387907,41.0675501565,11.5837565609,7.1317265047,150.4820625465,52.8913326058,7.0198520217,17.9762401,2.2957277007,15.7008203875,116.6659686222
224,CU192_08,Sicilia 2 - 08,Ragusa,191.5389345793,122.4729551128,56.7732998896,51.8281437092,57.4880007731,35.6166956195,7.3825879452,10.209831378,246.0588136196,65.413773094,7.5901941152,20.7185383762,2.8934312364,17.9811711395,104.2942681905
225,CU192_09,Sicilia 2 - 09,Avola,126.3127729668,128.8075785994,26.0704500612,43.1609657097,48.4037171944,34.5062304441,9.2704355114,8.6610026275,162.2857463461,52.5663683713,8.2354075908,19.3997460093,3.4924582105,14.5260508901,111.9892154488
226,CU192_10,Sicilia 2 - 10,Siracusa,342.9827081159,127.7030347709,23.3805006448,46.2970380244,54.0555909572,32.0571523142,5.0697814413,11.2510163152,265.2896284912,68.118783896,16.0823765467,24.1792999666,4.6320330659,6.9634848292,105.3022233343
227,CU201_01,Sardegna - 01,Cagliari,408.1316246929,180.3831441264,23.3409416936,53.3234790484,77.6680013611,35.5065142249,3.972836562,18.2620603797,388.1641709832,118.2204916932,7.2423477617,29.4760612559,6.1798159296,11.7212785311,99.7117774553
228,CU201_02,Sardegna - 02,Nuoro,37.2217098411,178.8936796719,12.0984148696,51.4762778783,71.9098408727,40.0549097494,6.7521705012,9.5838737514,230.6100717681,69.3094164192,9.1723045195,20.9853876915,4.4508318472,19.201887029,97.4926190041
229,CU201_03,Sardegna - 03,Carbonia,103.2110274105,139.3214162604,12.0812401763,50.6318420219,65.6971578899,42.3810746064,6.446381151,8.7649314585,241.4861158196,51.0432397448,13.7560382336,24.4278666621,5.5152082358,11.9501466276,98.3691482885
230,CU201_04,Sardegna - 04,Sassari,124.5636469122,157.7054581624,17.0318941202,52.2275179086,74.2916178074,38.4014522251,4.9899202621,13.0203859192,276.1057558194,75.4850757834,9.3224972928,26.7666641649,5.7219323001,15.5783124079,98.3894834427
231,CU201_05,Sardegna - 05,Olbia,37.3686094584,150.1650554115,37.8604336356,52.7752086687,66.6413057698,42.9380413058,6.1525886059,8.1528491785,252.6438850304,51.3317489251,10.3369551431,27.0335686805,8.333699723,15.2180745503,98.1189105769
232,CU201_06,Sardegna - 06,Oristano,56.2536578846,186.4987020919,11.0006720668,49.4997247162,64.1610731414,43.2067835807,7.6767276579,7.1938933082,212.3058965017,57.2954617806,9.165099938,21.9254482244,4.9824749642,15.7447179264,97.9255607107
